Nose_x0,Nose_y0,Neck_x1,Neck_y1,RShoulder_x2,RShoulder_y2,Relbow_x3,RElbow_y3,RWrist_x4,RWrist_y4,LShoulder_x5,LShoulder_y5,LElbow_x6,LElbow_y6,LWrist_x7,LWrist_y7,RHip_x8,RHip_y8,RKnee_x9,RKnee_y9,RAnkle_x10,RAnkle_y10,LHip_x11,LHip_y11,LKnee_x12,LKnee_y12,LAnkle_x13,LAnkle_y13,REye_x14,REye_y14,LEye_x15,LEye_y15,REar_x16,REar_y16,LEar_x17,LEar_y17
1,1,3,0,3,0,0,0,0,0,1,0,2,0,1,0,4,1,4,2,3,1,2,0,1,2,1,0,2,1,3,1,0,0,2,1
3,0,2,1,5,1,0,0,0,0,1,0,2,0,1,2,3,1,3,2,5,0,2,0,2,2,4,0,2,0,1,0,0,0,2,1
2,1,2,1,1,1,75,59,70,66,3,0,2,0,10,1,1,1,4,0,2,1,3,1,7,1,9,1,2,1,2,1,0,0,2,0
2,1,2,0,4,0,2,0,4,1,2,0,1,0,13,1,3,0,1,2,2,0,2,0,2,1,7,0,1,1,2,0,0,0,2,0
2,1,2,0,1,1,3,1,3,1,1,1,3,0,3,0,3,1,8,1,23,3,1,1,7,1,18,2,3,2,2,1,0,0,2,1
2,1,2,1,3,1,3,0,4,1,3,0,0,0,2,0,2,1,5,3,22,2,2,1,10,2,26,1,3,1,3,1,0,0,3,0
3,0,3,1,0,0,3,1,2,1,3,2,3,0,2,0,0,0,0,1,0,0,4,0,4,1,3,2,2,0,2,0,0,0,1,1
2,0,2,1,4,1,1,0,2,0,2,1,3,1,3,0,2,0,2,1,1,0,3,0,3,0,1,1,2,0,3,0,0,0,3,1
2,1,3,0,2,0,2,1,2,1,2,1,4,0,3,0,3,0,3,1,1,0,2,0,2,1,1,1,3,1,1,1,0,0,2,0
2,0,2,1,0,0,6,1,20,2,4,0,4,1,4,0,2,2,5,1,3,2,3,2,2,0,1,0,2,1,2,1,0,0,2,1
3,0,1,0,1,0,4,0,4,0,4,0,5,2,20,1,2,0,5,0,4,1,2,0,1,1,1,1,58,39,3,0,0,0,3,0
2,2,3,0,3,1,63,59,69,67,1,1,2,1,0,1,5,0,5,0,3,1,2,1,1,0,0,1,0,0,3,1,0,0,3,1
2,0,2,1,3,0,0,0,0,0,2,0,1,1,3,0,2,1,2,0,8,1,2,1,1,0,0,1,0,0,1,0,0,0,2,0
3,0,3,0,2,1,0,0,0,0,2,1,4,1,3,0,0,0,3,1,6,2,1,1,1,1,3,2,0,0,3,0,0,0,2,1
2,1,1,1,2,1,0,0,0,0,1,0,2,1,5,1,3,1,0,1,3,0,3,1,2,1,3,2,0,0,2,0,0,0,2,0
2,1,3,0,2,0,0,0,0,0,3,1,3,0,6,0,1,0,0,1,2,2,2,0,6,0,6,1,0,0,3,0,0,0,3,0
2,0,2,0,2,0,0,0,0,0,2,0,5,0,5,3,2,1,2,0,10,1,3,1,2,0,4,2,0,0,2,0,0,0,1,0
3,1,2,0,1,0,0,0,0,0,4,1,3,0,5,0,1,0,0,3,10,1,1,0,0,2,17,4,0,0,2,0,0,0,3,1
1,0,3,1,3,1,47,59,53,67,1,0,2,0,4,1,3,1,0,0,0,0,2,1,5,0,3,0,0,0,2,1,0,0,2,1
3,1,1,1,2,1,1,0,0,0,2,1,3,0,3,1,3,0,2,2,0,1,2,0,1,1,2,1,0,0,2,1,0,0,3,0
2,0,3,0,2,0,46,59,53,67,3,0,3,0,2,1,1,1,4,2,1,2,3,1,3,2,2,1,0,0,3,0,0,0,1,0
2,0,1,0,3,0,43,59,48,67,2,0,2,1,3,0,3,1,0,2,1,1,3,1,3,1,2,0,0,0,2,1,0,0,3,0
3,1,3,1,2,1,3,0,2,0,3,1,2,1,1,1,3,1,5,1,2,2,4,1,3,1,2,1,0,0,2,0,0,0,2,1
2,1,2,0,3,0,2,0,3,0,2,0,1,1,1,1,3,0,4,1,2,0,2,0,2,0,1,0,0,0,2,1,0,0,2,0
2,1,3,1,2,1,4,2,4,0,3,1,2,1,1,0,1,1,4,1,5,2,2,1,1,0,1,0,0,0,2,1,0,0,2,1
1,0,2,0,3,0,34,57,39,67,1,0,1,0,0,2,4,1,5,1,6,2,2,1,1,1,0,0,0,0,3,1,0,0,1,0
3,0,2,0,0,0,0,0,0,0,3,0,1,1,1,1,1,0,4,0,5,1,2,0,1,0,2,0,0,0,2,1,0,0,4,1
2,0,3,1,5,1,0,0,0,0,1,0,0,1,1,2,3,1,0,2,6,0,1,1,2,2,1,1,0,0,2,0,0,0,1,0
2,0,2,0,3,0,0,0,0,0,1,0,0,0,2,2,5,0,6,0,4,3,1,1,1,0,2,1,0,0,2,0,0,0,3,0
3,0,2,1,2,1,0,0,0,0,2,0,2,0,3,1,0,1,0,1,5,1,2,0,2,1,4,1,0,0,2,1,0,0,2,0
56,3,56,2,55,3,70,60,63,66,57,3,58,2,63,1,55,2,56,0,44,0,56,2,60,0,64,1,70,40,56,4,0,0,56,4
86,16,84,14,84,14,85,14,88,14,85,13,79,15,68,14,82,16,80,16,86,11,85,16,89,16,84,11,84,16,85,16,0,0,85,14
3,0,1,0,2,0,2,0,2,1,3,0,1,0,2,0,2,0,2,0,2,0,2,0,1,0,0,0,2,0,3,0,0,0,2,0
2,0,3,0,2,0,1,1,2,2,1,0,2,0,1,0,2,0,2,0,1,0,2,0,3,0,1,0,3,0,2,0,0,0,2,0
2,0,2,0,3,0,3,1,0,2,3,0,1,0,0,0,2,0,2,1,1,0,2,0,3,1,0,1,2,0,3,0,0,0,3,0
2,1,2,0,2,0,3,0,3,2,2,0,2,0,0,1,3,1,1,0,0,0,2,0,3,0,1,1,3,0,1,1,0,0,2,1
3,0,2,0,2,0,3,0,1,2,2,0,0,0,0,1,2,0,0,0,0,0,3,1,4,0,3,1,1,1,3,0,0,0,2,0
1,0,2,0,3,0,1,0,3,1,2,1,2,0,2,1,3,0,1,1,0,0,3,1,5,0,3,2,2,0,1,0,0,0,2,0
3,1,2,1,0,1,2,1,2,3,2,0,2,0,2,0,0,0,0,1,1,0,2,0,1,2,6,1,3,2,2,2,0,0,2,1
1,1,2,0,4,0,2,1,3,0,2,1,1,2,1,3,2,3,4,4,2,2,1,3,4,4,5,1,1,1,3,1,0,0,2,0
2,0,3,1,2,0,1,1,2,1,2,0,2,1,1,0,1,1,2,0,3,1,2,0,4,0,6,2,2,0,0,0,0,0,2,0
3,0,2,1,1,0,3,1,3,1,2,1,2,0,0,0,2,1,0,1,1,1,2,0,3,1,3,0,2,0,4,0,0,0,2,0
1,0,1,0,3,0,2,0,2,1,2,0,0,0,1,0,1,1,2,2,1,0,3,0,3,2,7,0,2,1,1,1,0,0,2,1
4,0,2,1,0,0,1,0,2,0,2,1,3,1,1,0,1,2,0,2,1,1,3,1,2,1,6,1,2,0,3,0,0,0,3,0
1,0,2,0,3,1,3,1,3,1,2,0,2,0,2,2,5,1,2,0,1,0,1,2,3,2,5,1,3,1,2,1,0,0,1,1
2,1,3,0,2,0,2,0,1,0,2,0,2,0,3,0,2,0,1,0,0,1,2,0,1,1,4,0,1,0,2,0,0,0,3,0
2,0,2,0,2,0,2,0,1,0,2,0,4,1,14,0,2,0,2,1,1,0,3,0,3,1,1,0,3,0,3,0,0,0,2,0
3,0,2,0,3,0,2,0,1,1,3,0,2,0,2,1,3,1,3,0,1,1,1,1,2,1,0,1,2,0,2,0,0,0,3,0
2,0,3,0,2,0,2,1,1,0,2,0,2,1,1,0,3,1,6,1,3,1,1,0,1,1,0,0,2,0,2,0,0,0,2,0
2,1,0,0,2,0,2,0,1,2,2,0,3,2,5,1,3,1,4,1,2,2,3,1,2,1,0,0,2,0,2,1,0,0,1,1
2,0,3,1,1,1,2,0,3,1,1,0,2,2,3,0,2,2,3,1,4,2,1,2,1,1,0,0,2,1,3,0,0,0,3,0
2,0,2,0,2,1,2,1,2,1,3,1,2,0,4,1,1,0,3,1,13,5,3,0,0,0,0,1,2,0,1,0,0,0,2,0
2,0,2,1,3,0,2,1,3,3,2,1,4,2,3,3,4,0,3,1,2,0,2,1,0,0,1,0,2,1,2,1,0,0,2,1
2,0,2,0,1,1,2,0,3,3,3,1,4,0,5,0,1,1,4,1,3,1,2,0,2,2,1,1,2,0,3,0,0,0,2,0
2,0,2,0,2,0,2,0,4,0,2,1,3,0,3,1,2,1,2,1,3,2,3,0,1,2,0,2,2,0,1,0,0,0,2,0
3,0,3,0,2,0,3,0,2,1,2,0,2,0,4,1,2,2,4,0,6,0,1,1,0,0,0,0,3,1,3,0,0,0,2,0
2,0,1,0,3,1,2,1,2,0,3,1,2,1,1,1,0,0,7,0,12,0,3,1,11,1,19,2,1,0,2,1,0,0,3,1
2,1,2,0,1,0,1,1,1,1,1,0,3,1,2,1,5,1,11,2,23,1,1,1,9,3,19,2,3,1,2,1,0,0,2,0
3,1,3,0,104,61,102,72,98,76,4,0,2,1,3,2,1,0,12,0,23,1,3,0,15,1,27,2,2,0,3,1,0,0,3,0
2,1,2,1,100,61,98,74,0,0,2,1,2,1,2,2,3,0,16,0,27,1,2,0,11,1,26,1,3,0,2,1,0,0,2,1
3,0,3,0,3,1,3,1,92,79,2,0,1,1,0,0,4,0,3,0,1,1,1,1,3,1,1,0,2,0,3,0,0,0,3,0
2,0,2,1,3,1,3,0,0,2,1,1,1,1,0,1,3,1,1,0,0,0,3,0,4,0,3,2,2,0,2,0,0,0,2,1
2,1,2,0,2,1,3,0,2,1,3,1,0,2,3,1,2,2,2,2,0,1,2,1,4,0,1,1,2,0,2,1,0,0,2,0
1,0,2,1,3,0,1,2,3,1,2,1,2,1,2,1,2,1,1,1,1,0,3,2,6,1,22,2,2,1,1,0,0,0,2,1
3,1,3,1,1,1,2,1,3,0,1,0,2,1,1,0,2,0,3,1,2,0,2,0,2,0,12,4,3,1,4,1,0,0,2,1
2,0,1,0,2,0,2,0,2,2,3,1,2,1,4,1,0,0,2,1,1,2,2,0,3,0,7,1,1,0,1,1,0,0,2,0
2,0,2,0,2,0,1,0,3,1,1,0,2,0,1,0,2,0,2,1,3,1,2,0,3,1,5,3,3,1,2,0,0,0,2,1
1,0,2,0,2,0,3,0,2,2,2,0,1,0,5,3,2,0,4,0,1,1,2,1,4,0,6,0,1,1,2,0,0,0,1,1
2,1,1,0,2,0,1,0,2,0,3,0,5,0,6,1,0,1,0,1,0,1,4,1,2,1,5,1,1,1,2,1,0,0,3,0
3,0,3,1,2,0,2,1,2,0,1,1,0,1,1,1,4,1,9,0,17,1,1,0,5,0,10,0,3,0,3,0,0,0,2,1
2,0,2,0,2,1,3,1,2,1,2,0,2,0,0,2,2,1,2,0,6,0,3,1,8,0,22,1,74,55,1,1,0,0,3,0
3,0,2,1,3,0,1,0,3,0,2,1,3,1,2,1,3,1,4,0,4,0,2,1,7,0,22,0,0,0,3,0,0,0,1,1
1,0,3,0,2,1,3,1,0,2,3,0,2,1,5,0,1,0,9,0,26,0,1,1,3,0,1,1,68,56,1,0,0,0,2,0
3,1,2,1,3,0,2,1,0,2,2,1,3,1,1,1,3,1,9,0,1,1,4,0,10,0,25,2,3,0,3,1,0,0,3,0
1,1,2,1,1,0,3,0,68,81,2,0,2,0,4,1,2,1,2,0,2,2,2,0,3,1,1,0,2,0,2,1,0,0,2,0
3,0,2,0,2,0,2,1,0,0,3,0,4,1,4,1,1,1,3,0,3,1,3,1,3,1,0,0,63,56,2,0,0,0,3,0
3,0,2,0,2,1,2,1,0,0,1,1,1,0,1,1,3,0,5,0,4,1,1,0,1,1,0,0,0,0,3,0,0,0,1,1
0,0,2,2,1,1,2,1,0,0,3,1,5,1,6,2,0,1,3,0,4,0,3,2,2,0,0,0,0,0,1,0,0,0,3,0
3,1,2,0,3,0,2,1,54,77,2,1,1,3,4,2,2,0,3,0,10,3,1,0,0,1,1,1,0,0,3,1,0,0,2,1
1,0,2,0,2,0,2,0,3,0,1,0,3,1,3,1,2,0,1,0,2,1,4,0,1,0,0,0,53,54,1,1,0,0,1,1
3,0,2,0,57,59,55,70,51,77,4,0,3,1,3,1,2,0,2,1,3,1,2,0,2,1,2,1,2,1,2,0,0,0,3,0
29,14,43,14,11,45,8,56,7,66,40,14,36,14,24,16,46,16,40,14,45,12,41,16,39,14,46,15,30,14,51,53,18,38,53,52
2,2,2,1,2,1,3,2,6,1,1,1,1,2,1,0,1,1,0,1,2,2,2,1,1,1,2,0,2,1,0,0,1,0,0,0
1,1,2,0,3,0,3,1,5,2,2,0,1,0,1,0,1,0,0,1,1,0,2,0,4,1,3,0,1,0,0,0,2,0,0,0
3,1,2,0,2,1,3,1,5,2,3,0,3,1,5,1,3,1,0,0,1,0,3,1,5,2,4,0,2,0,0,0,2,1,0,0
1,0,2,1,1,1,3,1,5,2,1,1,2,1,3,3,1,1,0,1,0,1,2,1,1,1,3,0,2,0,0,0,2,0,0,0
2,1,2,1,3,0,3,0,4,3,3,1,3,1,2,3,3,1,0,0,1,1,2,1,3,1,7,0,2,0,0,0,2,1,0,0
3,1,3,1,2,0,4,1,5,1,2,1,2,1,3,0,1,0,1,2,1,1,1,0,1,3,8,0,2,0,32,38,2,0,0,0
1,1,1,1,2,0,1,0,2,1,2,1,3,0,4,2,2,1,2,0,0,0,2,1,2,1,3,0,1,0,1,1,2,0,0,0
4,0,4,0,3,1,3,0,3,0,2,0,3,0,2,0,3,0,2,0,1,0,3,1,3,0,2,1,4,1,33,39,3,1,0,0
0,1,1,1,2,0,2,1,2,0,3,1,2,0,3,0,2,1,3,0,2,1,3,0,2,0,0,1,1,1,38,40,1,1,0,0
3,0,3,0,2,0,3,0,2,1,2,0,2,0,2,1,3,0,4,1,1,1,3,0,3,1,2,1,2,0,3,0,3,0,0,0
2,0,2,0,3,1,2,2,2,1,1,0,1,1,0,1,3,0,5,0,3,1,2,0,2,0,1,0,3,0,41,40,2,0,0,0
2,0,2,0,2,0,1,0,0,3,3,0,2,1,1,2,3,0,4,1,4,1,2,0,2,1,0,0,2,0,0,0,2,0,0,0
3,0,2,0,2,1,1,1,0,2,1,0,0,1,2,2,2,1,6,1,17,6,0,2,0,1,0,1,2,1,0,0,2,1,0,0
1,1,1,0,1,0,1,1,0,2,3,0,3,1,1,2,2,0,3,0,2,3,3,0,1,1,2,2,1,0,0,0,2,0,0,0
3,1,3,0,2,0,2,0,2,1,2,0,3,1,0,2,1,2,2,2,0,1,2,1,2,2,0,2,3,1,51,38,1,1,0,0
1,0,2,0,2,0,1,1,1,0,2,0,2,1,5,1,3,1,3,0,4,2,1,0,2,0,2,2,2,0,2,0,2,0,0,0
2,0,1,0,3,0,2,1,0,1,2,0,2,1,3,2,2,0,3,0,4,1,2,0,4,2,0,1,1,0,2,0,2,0,0,0
2,0,3,0,2,0,0,1,1,0,2,0,2,1,4,3,2,0,3,1,8,1,1,1,0,1,0,1,3,0,2,0,3,0,0,0
2,1,1,0,2,0,2,0,1,0,2,0,2,1,2,2,2,1,2,1,6,1,1,1,1,0,0,1,1,0,57,38,2,1,0,0
2,1,3,1,1,1,1,0,2,1,2,1,3,0,4,0,2,1,1,1,5,0,3,1,1,0,0,1,2,1,60,40,1,1,0,0
2,0,1,1,3,1,2,0,1,0,1,1,3,1,1,0,3,1,2,1,2,0,1,0,2,0,1,0,3,2,60,40,3,1,0,0
2,0,3,1,2,0,2,1,2,1,4,1,2,0,3,2,2,0,4,1,1,1,3,0,3,0,1,1,1,0,64,41,2,0,0,0
3,1,3,0,2,1,3,1,3,0,2,0,2,1,1,1,3,0,3,0,0,0,3,1,4,2,2,1,3,0,64,41,2,0,0,0
2,0,2,0,2,0,3,1,4,2,3,0,1,1,1,3,2,1,2,0,0,0,2,1,5,0,2,1,2,0,0,0,3,0,0,0
0,1,2,0,2,0,4,1,6,1,0,0,2,0,1,2,2,0,0,0,1,0,3,0,4,0,3,1,1,0,70,41,1,0,0,0
3,0,1,1,3,0,4,0,5,1,1,1,1,1,0,3,1,0,0,0,0,0,3,0,3,0,5,0,3,0,70,41,3,0,0,0
2,1,2,1,1,2,1,2,0,0,4,1,3,1,1,1,1,1,0,2,0,2,2,1,3,1,12,5,1,2,74,39,1,2,0,0
2,1,3,1,3,1,1,0,3,4,1,1,4,1,5,0,3,1,0,1,0,1,2,1,3,2,1,0,2,1,74,39,2,0,0,0
1,0,1,0,1,0,2,1,5,0,4,0,1,0,3,3,1,1,1,0,0,0,2,0,3,0,2,0,2,0,78,38,1,1,0,0
3,0,2,0,1,0,2,1,1,0,1,0,1,0,3,1,2,0,0,1,1,0,2,1,3,0,5,1,2,0,78,38,2,1,0,0
2,1,2,0,4,0,5,0,11,3,1,0,2,0,2,2,3,1,1,2,0,0,1,1,2,1,8,0,3,1,0,0,3,0,0,0
3,1,3,1,2,2,5,0,4,1,2,1,1,0,2,1,3,0,11,1,20,0,1,0,10,2,15,0,2,1,0,0,2,1,0,0
2,0,2,2,2,1,2,0,2,2,2,1,4,1,3,1,2,1,1,1,3,1,2,1,2,0,0,0,1,1,0,0,1,1,0,0
1,1,2,0,2,0,3,0,4,1,2,1,2,0,3,1,0,1,7,0,23,1,4,1,13,0,26,0,2,0,0,0,3,0,0,0
3,1,2,1,3,1,2,0,1,1,2,1,2,0,2,0,3,0,2,0,1,0,3,0,3,0,0,0,3,0,91,42,2,1,0,0
1,1,2,0,2,0,2,1,3,0,2,0,2,0,2,0,2,1,3,0,1,1,4,1,3,0,1,0,1,2,91,42,3,1,0,0
2,1,2,0,3,0,1,0,1,2,2,1,2,1,3,2,4,1,5,1,3,2,0,1,2,0,0,1,3,1,0,0,2,1,90,42
3,2,2,0,1,0,1,1,0,2,3,1,2,0,1,2,0,0,4,1,3,1,3,0,1,0,0,1,2,1,0,0,2,1,90,42
1,1,2,0,1,0,1,1,0,2,3,0,2,1,0,1,3,1,5,0,17,4,3,1,1,0,1,0,2,0,0,0,3,0,0,0
2,2,3,0,1,0,3,2,7,0,2,1,3,1,1,2,2,1,2,0,4,3,2,1,2,0,3,2,1,2,101,41,0,2,0,0
2,1,1,0,4,0,4,1,4,2,0,0,1,0,1,1,1,0,4,2,4,1,1,1,1,2,1,3,3,0,101,41,4,1,98,41
3,2,3,1,4,1,3,0,2,0,1,1,2,1,2,0,4,0,2,0,2,4,1,1,1,1,3,5,2,0,0,0,1,1,3,0
2,1,1,0,1,1,1,1,1,0,4,1,4,1,5,3,1,1,5,1,5,0,3,0,1,0,1,0,2,0,0,0,2,0,101,41
2,0,3,1,1,0,3,0,1,0,2,1,1,1,3,1,3,0,1,2,6,1,0,1,1,1,1,0,3,0,0,0,3,1,0,0
1,0,2,1,3,1,1,2,1,0,1,1,0,0,2,2,2,0,3,1,9,0,0,0,1,0,0,0,1,0,0,0,1,0,107,41
1,2,1,1,1,1,0,1,1,0,2,1,0,0,3,1,1,1,1,1,4,1,3,0,0,0,0,0,2,2,0,0,2,1,2,2
112,44,3,0,5,1,7,1,23,7,1,0,1,1,18,8,4,1,1,0,2,0,0,1,1,0,0,0,113,43,0,0,4,1,1,0
117,45,2,1,0,0,2,0,20,9,5,1,5,0,1,1,1,0,3,1,1,1,4,1,3,0,0,0,117,44,0,0,1,1,3,0
3,0,3,1,3,1,3,1,4,1,3,1,6,1,24,8,3,0,3,0,0,0,3,0,4,0,2,1,3,1,0,0,3,0,3,1
2,1,1,1,2,1,3,1,5,0,1,0,3,1,17,10,2,0,3,1,0,1,3,0,4,2,3,2,3,1,0,0,3,0,2,1
3,1,2,0,0,0,3,0,4,0,4,0,8,1,17,4,2,0,1,0,1,0,4,0,4,0,2,1,1,2,0,0,0,0,118,45
2,0,3,1,4,1,2,0,5,0,1,1,1,2,128,67,1,0,0,0,0,1,2,0,5,0,5,0,3,1,0,0,2,0,0,0
1,0,1,0,2,0,3,0,4,0,0,0,1,1,0,0,1,1,0,1,1,1,1,2,4,1,13,4,1,1,0,0,3,1,123,44
2,0,2,1,1,1,1,2,1,3,6,1,7,0,133,69,1,2,0,2,0,2,3,1,1,0,0,0,1,0,0,0,0,0,123,44
3,0,2,1,2,1,2,0,5,0,0,0,1,0,3,2,2,1,1,0,2,2,1,1,0,1,2,1,4,0,0,0,3,1,0,0
0,1,1,0,3,0,6,0,7,2,0,0,4,0,14,2,3,0,2,0,2,1,1,0,0,0,2,0,0,1,0,0,3,0,129,42
3,1,1,0,5,1,5,0,5,1,1,0,4,0,1,0,3,1,2,2,6,1,0,1,0,2,2,1,4,1,0,0,1,0,1,1
136,45,3,1,2,0,4,0,3,1,1,1,1,0,1,0,1,0,3,0,7,0,1,0,0,0,0,0,137,44,0,0,4,1,3,0
140,46,1,1,2,2,3,0,3,1,2,1,1,0,1,1,3,1,2,0,3,1,2,0,2,1,0,0,140,45,0,0,0,1,0,1
2,1,3,1,1,0,2,0,2,1,2,1,3,0,0,1,1,0,1,1,3,0,3,1,2,0,0,1,2,0,0,0,2,0,3,1
1,2,1,0,2,0,3,1,3,1,2,0,1,2,3,1,3,1,4,1,1,1,2,1,2,2,1,0,1,2,0,0,3,1,1,0
2,0,2,0,3,0,1,0,1,1,2,0,2,0,2,0,2,1,2,1,1,1,2,1,3,0,1,1,2,1,0,0,1,0,2,0
3,1,2,0,1,0,0,1,1,2,1,0,2,2,3,1,1,0,0,0,20,3,2,1,6,0,21,3,3,1,0,0,2,0,2,0
1,1,1,0,1,0,1,0,0,1,2,0,4,1,4,1,1,2,4,2,19,3,2,1,3,2,1,2,1,1,0,0,2,0,2,0
1,0,2,0,1,0,1,0,0,1,4,0,4,0,3,1,2,0,2,2,2,2,3,0,2,1,4,1,2,0,0,0,1,0,1,0
2,1,2,0,3,0,3,0,1,1,0,0,2,0,138,69,2,0,4,2,2,1,0,0,2,1,1,3,1,1,0,0,2,1,2,0
3,1,2,1,1,1,1,0,1,1,3,1,2,0,0,0,1,0,3,1,3,0,3,1,1,1,3,1,152,45,147,44,2,0,2,0
4,0,2,0,2,0,1,1,3,1,2,0,3,1,0,0,2,0,2,0,2,1,1,0,0,0,2,3,155,45,147,44,0,0,1,0
153,45,2,0,1,0,2,1,0,0,1,0,0,1,153,68,1,0,1,0,2,0,3,0,1,0,3,3,155,45,150,44,2,0,2,0
155,45,1,0,2,0,1,0,1,0,3,0,3,0,7,0,2,0,3,1,6,2,1,1,1,1,2,0,158,45,3,0,2,0,2,0
155,45,2,1,3,1,3,1,2,0,0,1,1,1,7,2,3,1,2,1,7,1,1,1,1,1,0,0,158,45,153,44,2,0,1,0
0,0,2,0,1,0,1,1,3,0,1,0,1,1,0,0,2,0,1,1,5,1,1,0,1,1,0,0,0,0,0,0,2,0,2,0
0,0,1,0,2,1,2,2,3,1,4,0,4,3,2,1,2,2,2,0,3,0,3,2,1,0,0,0,0,0,0,0,2,2,2,1
0,0,3,2,2,1,0,0,2,0,2,1,3,0,155,71,2,0,1,0,1,1,3,0,2,0,0,0,0,0,0,0,2,0,2,0
0,0,1,0,3,1,3,1,2,1,1,1,1,0,159,71,2,1,2,1,0,0,2,1,3,1,1,1,0,0,0,0,2,1,2,1
0,0,2,0,0,1,2,0,3,1,4,0,6,1,4,3,2,1,3,0,0,0,4,1,4,1,1,1,0,0,0,0,1,0,1,1
169,49,3,1,3,1,5,0,5,2,1,0,2,0,2,0,2,0,1,1,1,0,0,0,3,0,3,1,172,49,0,0,1,0,3,0
26,2,30,3,29,3,21,4,14,9,29,2,34,3,39,4,29,2,33,1,26,2,31,2,30,0,27,2,29,2,0,0,26,2,29,3
122,7,120,11,125,11,133,14,136,18,115,10,106,11,102,6,122,10,122,7,134,8,115,10,113,6,111,9,123,6,21,53,125,9,137,45
2,2,1,2,1,2,2,2,1,0,3,2,3,2,2,2,1,1,2,2,1,3,2,2,2,2,2,3,1,2,2,2,0,3,0,0
2,1,3,2,4,1,5,2,3,3,0,1,1,1,2,0,3,2,4,0,4,0,0,1,2,0,1,0,2,1,2,1,2,0,0,0
3,1,1,1,1,1,0,0,1,0,2,1,1,2,2,3,2,1,3,1,3,1,4,1,2,2,3,1,4,1,25,50,3,2,0,0
1,0,3,1,2,0,2,0,3,1,3,0,3,0,30,71,3,0,1,0,3,0,3,0,2,1,4,0,1,0,29,49,1,1,0,0
4,0,2,0,3,1,4,1,2,1,4,1,3,1,0,0,2,1,2,1,4,1,3,0,3,1,4,1,3,0,3,0,3,0,0,0
2,2,3,1,3,1,3,1,2,2,1,0,0,2,0,0,3,3,4,3,6,2,0,3,1,3,5,3,2,1,2,1,3,1,0,0
1,1,2,3,2,2,1,3,3,3,3,3,4,2,0,0,2,2,3,2,4,2,4,2,4,2,4,1,1,2,2,2,2,2,0,0
2,3,3,1,3,3,2,2,2,1,3,2,2,2,0,0,2,2,1,1,0,1,3,3,3,1,0,0,3,3,2,2,2,2,0,0
4,2,2,3,4,1,2,0,2,0,1,2,2,3,0,0,2,0,4,0,0,1,1,0,2,0,0,0,3,1,38,54,4,3,0,0
1,1,1,1,3,1,4,0,2,0,1,1,5,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2,0,43,56,1,2,0,0
3,1,3,3,2,3,4,4,4,4,2,2,2,3,45,81,3,4,2,3,0,0,2,4,1,3,1,0,2,2,43,56,4,1,0,0
1,4,1,2,2,2,3,1,3,1,1,1,1,1,1,2,3,0,3,1,3,1,3,1,2,1,1,1,2,3,0,0,1,3,0,0
2,0,2,1,3,2,4,3,3,3,1,2,2,3,2,2,1,4,3,2,1,3,1,3,3,2,2,2,2,1,0,0,2,1,0,0
3,1,3,1,2,0,3,1,2,0,2,0,1,1,2,0,3,0,2,1,3,1,1,0,4,0,2,2,2,1,0,0,2,0,0,0
1,0,1,0,2,1,1,0,2,0,3,1,4,1,2,0,2,0,3,0,3,2,3,0,2,2,4,1,3,1,0,0,3,1,0,0
3,0,3,0,2,1,2,0,0,1,1,0,3,1,3,0,1,0,1,1,5,2,2,0,1,0,5,2,1,1,0,0,2,0,0,0
2,1,3,0,3,0,1,2,2,2,4,1,2,2,3,2,3,3,2,3,4,1,4,1,2,3,4,0,3,1,58,50,2,1,0,0
4,0,3,3,4,2,5,2,5,1,2,3,1,4,1,2,4,1,4,3,6,4,2,3,4,2,6,4,4,2,58,50,4,0,53,55
1,2,2,2,2,2,2,4,0,4,2,1,3,2,3,3,2,4,2,2,1,0,2,4,2,3,1,0,2,1,0,0,2,3,53,55
2,3,3,3,0,4,1,2,3,1,6,3,2,3,3,2,1,1,3,1,1,0,4,2,4,1,0,1,0,3,63,56,0,3,59,59
2,2,1,0,0,0,2,1,63,86,3,0,4,2,3,0,0,1,0,0,1,0,1,2,0,0,0,1,3,1,3,3,4,1,2,0
6,3,3,2,4,2,6,2,68,85,2,2,3,2,3,1,4,1,3,1,1,0,2,2,2,1,1,0,2,1,8,3,0,2,61,59
69,56,1,2,4,2,6,2,5,4,1,1,0,2,1,4,4,3,2,2,1,1,1,2,1,2,1,0,3,1,68,56,5,1,64,56
73,53,2,1,1,2,1,2,1,1,1,2,4,2,4,1,1,1,2,1,2,2,4,1,2,1,2,3,2,3,0,0,1,3,3,1
2,1,2,1,2,1,3,1,3,2,2,1,1,1,1,1,4,3,3,1,3,3,2,3,5,1,2,2,1,1,0,0,2,1,1,1
3,0,2,1,2,0,1,0,0,1,4,1,5,1,3,1,0,1,2,0,3,0,3,0,1,0,3,0,3,0,0,0,3,0,2,0
78,52,3,0,4,0,6,0,3,1,0,1,1,2,0,1,3,1,3,0,4,2,0,1,3,0,5,1,3,0,0,0,2,0,3,1
83,52,2,1,2,0,1,2,1,1,4,0,3,1,2,2,3,2,2,3,5,2,3,3,1,3,5,2,2,0,0,0,2,0,2,2
3,1,4,2,1,3,1,2,2,3,5,1,5,0,80,81,1,2,3,0,4,2,4,1,4,0,5,2,2,1,85,52,2,3,75,55
